"code","display_name","brands","countries","categories","ingredients_text","nova_group","nutriscore_grade","ecoscore_grade","energy_kcal_100g","sugars_100g","salt_100g","game_ready","review_status","review_notes","source_dataset","selection_rationale"
"01292619","Basics Clear Honey","Sainsbury's, Sainsbury's basics","France,United Kingdom","Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys","honey 100%","2","e","b","329.0","80.8","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5013635101818","100% pure coconut oil","Ktc","France,United Kingdom","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Fruit and fruit seed oils, Coconut oils","100% coconut oil,","2","e","unknown","899.0","0.0","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5000436449515","Organic Butter","Tesco","United Kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Salted butters","Butter (_milk_), Salt (1.7%)","2","e","c","745.0","0.6","1.5","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5740900404496","Butter","Lurpak","en:United Kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters","butter (milk), lactic culture (milk), salt,","2","e","e","739.0","0.7","1.18","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"20436568","Clear Honey","Highgate Fayre, Lidl","France,Ireland,United Kingdom","Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys","100% honey","2","e","a","336.0","81.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5051008878592","Organic Extra Virgin Olive Oil","Tesco","France,United Kingdom,Ireland","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Olive tree products, Vegetable oils, Olive oils, Extra-virgin olive oils, Virgin olive oils","Extra Virgin Olive Oil","2","b","c","900.0","0.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5740900805408","Lurpak Spreadable Slightly Salted","Lurpak","France, United Kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters","butter (64%) (milk), rapeseed oil, water, lactic culture (milk), salt, for allergens, see ingredients in bold,","2","e","e","680.0","1.0","0.9","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"4088600313979","Nordpack Spreadable Butter","","en:gb","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters","BUTTER 55% (_Milk_), Rapeseed Oil, RECONSTITUTED _BUTTERMILK_ 7%, Water, Lactic Cultures (_Milk_), Salt.","2","d","d","677.0","0.5","0.95","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5019989103096","Fine Sea Salt","Saxa","France, United Kingdom","en:table-salts","Sea Salt, Anti-caking Agent (Sodium Hexacyanoferrate ll).","2","not-applicable","a","","","","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5740900402768","Lupark Spreadable Lighter","Lurpak","United Kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters","butter (40%) ( milk ), water, rapeseed oil, salt,","2","d","d","516.0","0.4","0.91","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5011273024759","Rowse organic honey","Rowse","en:United Kingdom","Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys","Honey","2","e","a-plus","329.0","80.8","0.025","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5010171005006","Spreadable Tub","Country Life","en:gb","Plant-based foods and beverages, Dairies, Plant-based foods, Fats, Spreads, Plant-based spreads, Spreadable fats, Vegetable fats, Animal fats, Milkfat, Dairy-spread, Margarines, Butters","Butter, Rapeseed Oil, Water, Salt","2","e","e","596.0","0.3","1.3","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5011038135126","Softer Butter","Kerrygold","France, en:united-kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Unsalted butters","cream, salt (1.8%)","2","e","e","726.0","0.8","1.2","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5060336500044","Malt Vinegar","Sarson's","United Kingdom,en:united-kingdom","Condiments, Vinegars","barley malt vinegar, barley malt extract","2","not-applicable","a","9.0","0.0","0.0975","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"00351546","Salted English Butter","Sainsbury's,by sainsbury's","United Kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Salted butters","_Butter_ (cow's _milk_) (98%), Salt (1.6%)","2","e","d","745.0","0.6","1.475","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"4088600313030","Honey","Grandessa","United Kingdom","Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys","honey","2","d","a","307.0","76.4","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5060367180383","Smooth Peanut Butter","Pip & Nut","France,Italy,United Kingdom","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Fats, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters","_Peanuts_ (99.6%), sea salt.","2","a","c","593.0","6.6","0.4425","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5011273040698","Runny Honey imp","Rowse","France, United Kingdom, en:ireland","Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys","honey","2","e","a","329.0","80.8","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"4088600020280","Squeezy Honey","GRANDESSA","en:united-kingdom","Breakfasts, Spreads, Sweet spreads, Bee products, Sweeteners, Honey-based preparations, en:honeys","honey","2","e","b","","","","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"4088600157887","Balsamic Vinegar of Modena","","United Kingdom","Condiments,Vinegars,Balsamic vinegars,Balsamic vinegars of Modena","Wine Vinegar (Sulphites), Concentrated Grape Musc (Sulphites)","2","not-applicable","a","106.0","18.0","0.09","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5011273024650","Honey","Rowse","United Kingdom","honey","honey","2","e","a-plus","329.0","80.8","0.025","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5060298572431","Blossom Honey","Hiltop Honey","United Kingdom","Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,Cherry blossom honeys","Honey","2","d","a","307.0","76.0","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"4056489091738","Mild olive oil","Lidl,Primadonna","United Kingdom","Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Olive tree products,Vegetable oils,Olive oils,Olive oil mixes","Olive oil (refined olive oils, virgin olive oils).","2","b","d","828.0","0.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"4061459381702","EXTRA VIRGIN OLIVE OIL","Solesta","en:united-kingdom","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Olive tree products, Vegetable oils, Olive oils, Extra-virgin olive oils, en:virgin-olive-oils","olive oil","2","b","e","820.0","0.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5055534301180","Peanut butter","Myprotein, My Protein","France, Germany, Italy, en:united-kingdom","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Fats, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters","100%  peanuts  (whole skin on)","2","a","d","624.0","5.0","5e-05","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5000246728787","Yeo Valley Salted Butter","Yeo Valley","en:United Kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Butter fat","Organic unsalted butter (milk), salt.","2","e","d","745.0","0.6","1.5","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"3155250361825","President spreadable lightly salted","Lactalis, Président","Belgium, France, en:united-kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Half-salted butter","Beurre, crème légère, sel (1.3% max), ferments lactiques.","2","e","e","640.0","1.5","3.25","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5000232919953","Napolina Extra Virgin Olive Oil 500Ml","Napolina","France, United Kingdom","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Olive tree products, Vegetable oils, Olive oils, Extra-virgin olive oils, Virgin olive oils","Extra Virgin Olive Oil","2","b","d","823.0","0.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"4056489383444","Spreadable west contry butter","Lidl","en:gb","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters","64% Butter (Milk), 26% Rapeseed Oil, Water, 0.9% Cornish Sea Salt, Salt.","2","e","d","718.0","1.0","1.3775","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"4056489307020","Clear Honey","Lidl","United Kingdom","Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,Clear honey","honey,","2","e","a","359.0","79.7","0.04","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5010067301502","Granulated Sugar","Silver Spoon","United Kingdom","Sweeteners, Sugars, Granulated sugars","Sugar","2","e","a-plus","400.0","100.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"01789621","Runny Honey","Sainsbury's","United Kingdom","Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys","Pure Honey (100%).","2","e","a","329.0","80.8","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"4088600233307","Clear Honey","Aldi","United Kingdom","Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys","honey","2","unknown","a","307.0","76.7","","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5031021679253","Extra Virgin Olive Oil","Tesco","France, United Kingdom, en:ireland","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Olive tree products, Vegetable oils, Olive oils, Extra-virgin olive oils, Virgin olive oils","Extra Virgin Olive Oil.","2","b","d","900.0","0.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"4088600136318","West country Butter","Specially Selected, Aldi","en:gb","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters","Butter (Milk), SEA SALT (1.5%).","2","e","e","745.0","0.6","1.52","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5740900404571","Butter","Lupark","United Kingdom","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters, Butter spread","butter (milk), rapeseed oil, water, lactic culture (milk)","2","d","e","679.0","0.6","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5052909732600","Squeezy Honey","Tesco","France, United Kingdom, en:ireland","Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys","Honey","2","e","a","331.0","82.4","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5000171010025","Wild Pacific Red Salmon","John West","Australia, France, Morocco, New Zealand, United Kingdom, en:india","Seafood,Fishes and their products,Canned foods,Fishes,Fatty fishes,Canned fishes,Salmons,Canned salmons","red salmon 99 %, salt.","3","a","d","151.0","0.0","0.9","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"8715700407760","Tomato Ketchup BIO","Heinz","Belgium,France,Germany,Romania,Spain,Switzerland,United Kingdom,United States","Condiments,Sauces,Tomato sauces,Ketchup","Tomates (180 g pour 100 g de Ketchup), sucre, vinaigre, sel, épices (contient céleri), poudre d'oignon, poudre d'ail,","3","d","a-plus","112.0","24.8","1.7","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0028400199148","Classic","Lay's","United States","Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps","POTATOES, VEGETABLE OIL (CANOLA, CORN, SOYBEAN AND/OR SUNFLOWER OIL), AND SALT","3","d","b","571.0","3.57","1.25","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0879890000694","Multi-Grain Crackers 6-Seed","Crunchmaster","United States, World","snacks, salty-snacks, appetizers, da:crackers","brown rice flour, sesame seeds, potato starch, safflower oil, flax seeds, rice fiber, tamari soy sauce (soybeans, salt), quinoa seeds, amaranth seeds, millet, sea salt, chia seeds,","3","b","b","466.6667","0.0","0.91666675","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5000436734345","Tesco Finest All Butter Croissant 4 Pack","Tesco","United States, en:united-kingdom","Snacks,Croissants","Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin) Butter, Water, Sugar, Pasteurised Egg, Dried Skimmed Milk, Yeast, Salt, Inactive Wheat Sourdough, Acetoc Acid, Flour Treatment Agent (Ascorbic Acid), Lactic Acid.","3","e","b","407.0","6.7","0.67","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0051500255650","Peanut Butter Spread","Jif Natural","France,United States, World","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Plant-based spreads, Oilseed purees, Legume butters, Peanut butters, en:nut-butters","PEANUTS, SUGAR, PALM OIL, SALT, MOLASSES","3","c","d","576.0","12.1","0.606","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0748404287947","Organic Quinoa & Brown Rice with Garlic","Seeds of Change","Spain, World, Estados Unidos, Francia, en:united-states","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Meals, Cereal grains, Rices, Quinoa dishes","WATER, WHOLE GRAIN BROWN RICE, BLEND OF WHOLE GRAIN QUINOA (WHOLE GRAIN RED QUINOA, WHOLE GRAIN BLACK QUINOA), SUNFLOWER OIL, SEA SALT, GARLIC POWDER, DEHYDRATED GARLIC, ONION POWDER, MINCED GARLIC, PARSLEY, BLACK PEPPER","3","b","f","183.0","0.417","0.604","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5010044006529","Old English Medium Sliced White Bread","Warburtons","United States,United Kingdom","White breads","_Wheat_ Flour [with Calcium, Iron, Niacin (B3) and Thiamin (B1)], Water, Yeast, Liquid Concentrated Sponge Extract (Water, _Wheat_ Flour, Yeast), Vegetable Oil (Rapeseed, Sustainable Palm), Salt, Fermented _Wheat_ Flour, _Soya_ Flour, Flour Treatment Agent: Ascorbic Acid (Vitamin C).","3","c","unknown","248.0","3.4","0.98","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0078895126396","Premium Soy Sauce","Lee Kum Kee","Australia,Czech Republic,France,Germany,Ireland,New Zealand,United Kingdom,United States","Condiments,Sauces,Soy sauces,fr:Sauces au soja salées,Asian-foods,Chinese-foods","Water, Soybeans 17.5%, Salt, Sugar, Wheat Flour.","3","e","a","100.0","13.3","17.2","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0044000050986","Triscuit Cracker","Mondelez, Nabisco-Triscuit","France,United States, World","snacks, salty-snacks, sweet-snacks, appetizers, biscuits-and-cakes, biscuits, da:crackers","whole grain wheat, canola oil, sea salt.","3","c","b","429.0","0.0","1.52","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"8000320010118","Rosii Cirio Diced Tomatoes","Cirio, Cirio La polpa rustica","Belgium, France, Germany, Switzerland, United Kingdom, United States, en:romania","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Canned foods, Vegetables based foods, Canned plant-based foods, Vegetables, Canned vegetables, Tomatoes and their products, Tomatoes, Canned tomatoes, Tomato pulps","chopped tomatoes, tomato paste, salt, acidity regulator: citric acid,","3","a","a","27.0","3.4","0.25","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0850000547568","MINI FRUIT BARS","That's it.","United States","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Snacks,Sweet snacks,Confectioneries,Fruit paste variety packs","APPLES, STRAWBERRIES. 

APPLES, MANGOES. 

APPLES BLUEBERRIES","3","c","b","300.0","50.0","0.188","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0602652171864","Oats & Honey Granola with Toasted Coconut","KIND","United States, World","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis","Oats, tapioca syrup, cane sugar, brown rice, honey, millet, oat flour, coconut, canola oil, buckwheat, amaranth, molasses, quinoa, brown rice syrup, sea salt, Vitamin E tocopherols","3","c","b","367.0","16.7","0.125","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0096619656493","Organic Tortilla Chips","Kirkland Signature","United States","Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips","Organic corn, organic vegetable oil (organic sunflower and/or organic canola oil), sea salt.","3","c","b","500.0","0.0","0.893","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0051500243213","PEANUT BUTTER SPREAD","Jif","United States, World","Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Sweet spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters","PEANUTS, SUGAR, PALM OIL, SALT, MOLASSES","3","c","d","576.0","12.1","0.606","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0855140002175","Ancient Grain Granola","Purely Elizabeth","Panama,United States, World","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis","Organic Certified Gluten-Free Oats, Organic Coconut Sugar, Organic Coconut Oil, Organic Sunflower Seeds, Organic Puffed Amaranth, Organic Quinoa Flakes, Organic Chia Seeds, Organic Cinnamon, Sea Salt.","3","e","b","433.0","20.0","3.48","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0044000051693","original made with sea salt","triscuit","France,United States, World","snacks, salty-snacks, appetizers, da:crackers","WHOLE GRAIN WHEAT, CANOLA OIL, SEA SALT. CONTAINS: WHEAT","3","unknown","b","429.0","","1.52","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0612322000202","Fruit & Seed Oatcakes","Nairn's","France,United Kingdom,United States,en:united-kingdom","Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, en:appetizers","Wholegrain _Oats_ (68%), Currants (12%) (Currants, Sunflower Oil), Brown Sugar, Sustainable Palm Fruit Oil, Brown Flaxseeds (6%), Raising Agent: Sodium Bicarbonate, Sea Salt.","3","c","c","440.0","16.0","0.516","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"00414234","Tortilla chips","Trader Giotto's","France,United Kingdom,United States","Snacks,Salty snacks,Appetizers,Chips and fries,Crisps,Corn chips,Apéritif,Chips-de-maïs,Snacks-salés","Maize Flour Vegetable Oil (Sunflower/Rapeseed)","3","c","a-plus","481.0","1.4","0.75","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0030000169018","Lightly Salted Rice Cakes","Quaker","United States","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Puffed cereal cakes,Puffed rice cakes,Rice-cakes","Whole grain brown rice, salt","3","b","d","389.0","0.0","0.417","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"4067796002003","Haferdrink Natur","DmBio","Germany, United States, en:romania","Getränke und Getränkezubereitungen, Pflanzliche Lebensmittel und Getränke, Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, en:Dairy substitutes, Getreideprodukte, Milchersatz, Pflanzliche Getränke, Pflanzenmilch, Getreidemilch, Hafermilch","Wasser, 11%Vollkornhafer, Sonnenblumenöl, Meersalz","3","d","c","40.0","5.2","0.13","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0058449770565","PUMPKIN SEED + FLAX GRANOLA","NATURE'S PATH ORGANIC","France, World, en:united-states","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, en:mueslis","Whole grain rolled oats*, cane sugar, soy oil*, brown rice flour pumpkin seeds, flax seeds* oat syrup solids* [oat syrup solids*, tocopherols (added to enhance freshness)], sea salt, molasses*, cinnamon*. *Organic. Contains soy. Produced in a facility that uses wheat, peanuts and tree nuts. VEGAN Contains 700 mg of ALA per serving, which is 44% of the 1.6 g Daily Value for ALA.","3","c","b","473.0","18.2","0.205","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0884912004710","THE ORIGINAL grape-nuts CEREAL","Post","Panama,United States, World","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals","whole grain wheat flour, malted barley flour, salt, dried yeast, vitamins and minerals: reduced iron, niacinamide, zinc oxide (source of zinc), vitamin b6, thiamin mononitrate (vitamin b1), folic acid.","3","c","e","345.0","8.62","1.16","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"7394376620157","Barista edition oat drink","Oatly!","United States, en:united-kingdom","Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Cereal-based drinks,Oat-based drinks","water, oats 10%, rapeseed oil, acidity regulator (dipotassium phosphate), minerals (calcium carbonate, potassium iodide), salt, vitamins (d2, riboflavin, b12),","3","d","c","61.0","3.4","0.1","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5060198820052","Peter's Yard Original Sourdough Crackers","Peter's Yard","France,United States,Ireland,United Kingdom","plant-based-foods-and-beverages, plant-based-foods, snacks, cereals-and-potatoes, salty-snacks, appetizers, biscuits-and-cakes, breads, da:crackers, crispbreads","_Milk_, _rye_ flour, _wheat_ flour, sourdough 11.5% (_rye_ flour, water), _wholewheat_ flour, honey, salt, yeast.","3","unknown","a","","","","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0898999010007","Coconut Water The Original","Vita Coco","Canada,France,United Kingdom,United States, World","Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based beverages,Coconut waters","COCONUT WATER, SUGAR, ASCORBIC ACID (VITAMIN C)","3","b","d","19.8","4.85","0.116","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0856069005957","Almond Flour Crackers","Simple Mills","United States, World","snacks, salty-snacks, appetizers, da:crackers","Nut & Seed Flour Blend (almonds, sunflower seeds, flax seeds), Tapioca Starch, Cassava Flour, Organic Sunflower Oil, Sea Salt, Organic Onion, Organic Garlic, Rosemary Extract.","3","d","b","500.0","0.0","1.92","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0070303022160","Sardines in 100% Olive Oil","Season Brand","Spain,United States,World,Estados Unidos","Seafood,Fishes and their products,Canned foods,Fishes,Fatty fishes,Canned fishes,Sardines,Canned sardines,Sardines in oil,Sardines in olive oil","Sardines (Fish), Olive Oil, Salt","3","b","e","235.0","0.0","1.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
